,total
882,0.033440532
883,1.954258903
884,0.050438579
885,1.587875063
886,0.837337603
887,-1.319662805
888,-1.258277764
889,-1.310444075
890,-1.285345481
891,-1.066254655
892,-0.065845968
893,0.341947342
894,-0.559678335
895,0.234926764
896,-0.383771388
897,-0.439199032
898,-0.334945755
899,-0.346761998
900,-0.243492099
901,-1.093608133
902,0.32541075
903,-0.528950776
904,-0.790030225
905,0.216689923
906,-0.766407603
907,-1.399994607
908,0.394729817
909,-0.667346222
910,2.199928647
911,0.07702949
912,-1.188182812
913,-1.392282816
914,0.774808992
915,1.091179243
916,-0.726895754
917,-0.439205611
918,-0.672847401
919,1.121590998
920,0.196920202
921,0.357975677
922,-0.24789048
923,-0.567936686
924,-1.020991933
925,-0.731359039
926,1.111164409
927,0.537403707
928,-0.696468126
929,-1.000528588
930,2.584962049
931,-0.827871406
932,0.244209907
933,-0.913481379
934,-1.002413716
935,2.006891878
936,-0.975030376
937,0.037859197
938,-0.782309672
939,1.719303344
940,0.612565339
941,-1.345429917
942,-1.179080392
943,-1.195964327
944,-1.214182381
945,0.865243264
946,-0.903465463
947,-1.19431342
948,0.804926872
949,-1.268239325
950,-0.279625242
951,0.586309851
952,-1.024049825
953,-0.878210353
954,0.295044139
955,-0.652953894
956,0.863182057
957,-1.203169237
958,-0.23906743
959,0.316862991
960,-1.038938091
961,-1.21632061
962,1.197103938
963,0.342346265
964,0.339283859
965,0.92232228
966,1.183659492
967,-1.333029644
968,0.720466667
969,-0.891967729
970,0.80386399
971,0.563701487
972,-0.218862896
973,-0.477786561
974,-0.289623225
975,0.515143394
976,-0.6795454
977,-1.225960397
978,2.162090055
979,-0.570413565
980,-0.208332868
981,-1.297016309
982,1.021509397
983,-0.953878264
984,-0.856125756
985,-1.01772287
986,0.10104381
987,-0.762370746
988,0.560440646
989,-0.254803544
990,1.077328883
991,0.600604369
992,1.072508037
993,0.903677446
994,0.327656696
995,0.840578702
996,0.808232616
997,1.17049167
998,1.115183491
999,0.643279489
1000,1.683832988
1001,-0.563803484
1002,0.991283985
1003,-0.888510584
1004,-0.648015557
1005,-1.418490644
1006,-1.238402407
1007,-1.223308701
1008,0.724081445
1009,-0.229563158
1010,0.408570422
1011,0.914275588
1012,1.546992248
1013,1.39287826
1014,-0.017623464
1015,-0.96298454
1016,0.106569118
1017,1.922056552
1018,1.390784254
1019,0.458557495
1020,0.921927953
1021,0.051271614
1022,1.071184089
1023,-0.481284205
1024,2.038642159
1025,0.079952714
1026,0.591621733
1027,1.070825143
1028,0.207850171
1029,2.030691123
1030,0.369300115
1031,0.126115596
1032,1.077765966
1033,-0.752931265
1034,0.305369412
1035,-1.043692678
1036,2.045790023
1037,0.272373457
1038,0.841829246
1039,0.672540528
1040,0.12056919
1041,-1.245633625
1042,-0.801637492
1043,-0.659481125
1044,2.506949613
1045,1.311234024
1046,0.032655638
1047,-1.009837884
1048,0.782425982
1049,0.487605291
1050,0.477825513
1051,1.427735768
1052,1.471809535
1053,0.858603776
1054,-0.67478088
1055,-0.278754125
1056,0.708176221
1057,-0.231255838
1058,0.461907056
1059,-0.178165567
1060,1.701025556
1061,-1.067501854
1062,-1.20725767
1063,-1.134568571
1064,-0.865894159
1065,-1.3034795
1066,-0.169587613
1067,-0.670020264
1068,0.377313927
1069,0.750962917
1070,2.510838882
1071,-0.356625928
1072,1.95170482
1073,-0.306560854
1074,0.842930524
1075,-0.973422293
1076,1.047802412
1077,-0.935152009
1078,-0.991261418
1079,0.481560761
1080,-0.306423864
1081,-0.595276351
1082,-0.397233488
1083,0.911818484
1084,-1.229279665
1085,-1.088003969
1086,0.13909641
1087,-1.017354028
1088,-1.368936058
1089,-1.242699044
1090,-0.997396555
1091,0.326119954
1092,-0.635530709
1093,1.556889711
1094,-0.571243655
1095,1.620128229
1096,1.74820171
1097,0.457952533
1098,-0.84385021
1099,-1.404637906
1100,-0.828785983
1101,-0.887886489
1102,-0.844264547
1103,-1.380045944
1104,2.320427583
1105,0.426392925
1106,-0.374889885
1107,-1.100215982
1108,0.902294484
1109,-0.533539492
1110,-0.353515132
1111,-1.137810561
1112,0.328763677
1113,-0.358755015
1114,2.180427026
1115,0.128671359
1116,-0.602742712
1117,0.763941689
1118,-0.296264206
1119,-1.309355198
1120,-1.250051161
1121,-0.370416817
1122,-1.403794693
1123,0.396366117
1124,0.303871953
1125,1.706898278
1126,-0.550362106
1127,-1.308603808
1128,0.100083425
1129,-0.652347366
1130,0.899769443
1131,-0.068836063
1132,-1.24127102
1133,0.33676776
1134,0.804357398
1135,-0.996009766
1136,-0.961652386
1137,-1.07681894
1138,-0.441818525
1139,1.251163591
1140,1.978792699
1141,0.444027119
1142,-0.597922967
1143,1.587152294
1144,-1.229425062
1145,0.925152521
1146,0.37148318
1147,-0.079908947
1148,0.008940961
1149,-0.60834799
1150,1.73399925
1151,-0.137756325
1152,-1.17126182
1153,-0.670085783
1154,-1.316394058
1155,1.166911075
1156,0.233309338
1157,-1.087655562
1158,1.00262312
1159,0.344234895
1160,0.836127138
1161,-1.124437856
1162,-0.376503506
1163,1.337486208
1164,-1.065273168
1165,1.934972267
1166,-0.542590583
1167,-0.851889646
1168,1.003386341
1169,-1.12238902
1170,-1.066449151
1171,-0.47709881
1172,0.693710033
1173,1.499885469
1174,2.586068335
1175,0.202461009
1176,-0.951244366
1177,1.183471423
1178,0.84291945
1179,1.637530901
1180,-0.121492184
1181,-1.098823378
1182,2.533032009
1183,0.492041339
1184,-0.243659363
1185,0.561512537
1186,0.710038492
1187,0.374433806
1188,0.996046197
1189,-0.414712282
1190,-0.207720137
1191,1.003803761
1192,-0.975679801
1193,-0.779924546
1194,-0.72530346
1195,-0.847323246
1196,-0.756171474
1197,-0.699338019
1198,-0.035949707
1199,0.658875663
1200,0.28669025
1201,0.668795009
1202,1.557617415
1203,1.683844076
1204,1.253728792
1205,-0.806726494
1206,-0.935666885
1207,-0.759994506
1208,0.528454614
1209,0.498296621
1210,2.188181109
1211,-1.378543624
1212,-0.59543092
1213,0.160082353
1214,-0.986646884
1215,2.153998957
1216,1.833316416
1217,-0.446118463
1218,0.091163741
1219,1.231752502
1220,-1.078217469
1221,1.036603487
1222,-1.100272649
1223,0.865467151
1224,0.268437544
1225,1.969228221
1226,-0.951276295
1227,-0.179909675
1228,-0.837110386
1229,0.735143478
1230,-0.994932065
1231,-1.22226836
1232,-1.026631318
1233,-0.903418121
1234,0.705933021
1235,-0.358249572
1236,-1.300298691
1237,-0.339912398
1238,-1.016448141
1239,-1.121913544
1240,0.079819455
1241,-0.972415294
1242,0.035883755
1243,-0.796732843
1244,-1.207506988
1245,-0.772210876
1246,-0.76830236
1247,0.763530806
1248,0.452725796
1249,-0.491848707
1250,1.366242172
1251,-0.918196223
1252,2.428311443
1253,-0.523631423
1254,-0.295446302
1255,1.866613138
1256,1.559785699
1257,-1.174459719
1258,-0.441342865
1259,-0.107850402
1260,-0.698280693
1261,-0.17367595
1262,-0.873969089
1263,0.49372595
1264,-0.983867119
1265,0.240140482
1266,-1.288691751
1267,0.56457313
1268,-1.091050124
1269,-0.989426983
1270,-1.404421303
1271,-0.041196288
1272,-0.13403518
1273,1.293673743
1274,-0.092854741
1275,-0.00435543
1276,-1.298138371
1277,-0.962897744
1278,-0.974286827
1279,-0.742448163
1280,0.146232651
1281,-0.74446996
1282,-0.224165398
1283,-1.36047451
1284,-0.378007715
1285,-0.950673615
1286,-1.187509337
1287,0.171243184
1288,-0.131630121
1289,-0.144586126
1290,1.571116111
1291,0.161907359
1292,-0.116843607
1293,0.355248597
1294,-1.290136553
1295,-0.050789351
1296,-0.063026694
1297,-0.248599788
1298,-0.241819334
1299,0.856837304
1300,-0.548670138
1301,0.974135888
1302,-0.715215138
1303,2.396328325
1304,2.000132374
1305,-0.574583025
1306,-0.865651645
1307,-0.781395458
1308,-1.152048077
1309,0.587005856
1310,2.215504783
1311,0.698379399
1312,-0.877601612
1313,0.064884971
1314,-1.02983948
1315,0.718993292
1316,0.36726306
1317,-1.207561104
1318,0.064028221
1319,0.252652363
1320,-0.410614615
1321,2.153196359
1322,1.012974196
1323,-1.417027394
1324,-0.461285809
1325,-1.050286609
1326,-1.147834654
1327,0.324945785
1328,-0.509692663
1329,-0.887133003
1330,-0.880103803
1331,-1.104071338
1332,0.645546189
1333,1.20276126
1334,-0.48581669
1335,0.987831714
1336,-1.315541381
1337,-1.295477308
1338,-0.108606334
1339,-0.96029938
1340,-1.124005142
1341,0.857602695
1342,-0.096810924
1343,-0.792267512
1344,1.860340269
1345,0.024894904
1346,-0.437673888
1347,0.466760324
1348,0.757893999
1349,-0.406304948
1350,1.482946487
1351,0.096179459
1352,0.45849658
1353,-1.078985285
1354,-0.066590424
1355,-0.614147216
1356,0.281837886
1357,1.411342583
1358,-0.774767585
1359,-1.106006054
1360,2.009640938
1361,1.52752973
1362,-0.785700609
1363,2.315018491
1364,-0.077095527
1365,1.742739546
1366,0.786892204
1367,0.218753946
1368,-0.623092566
1369,-1.255707925
1370,0.065882091
1371,-1.121558886
1372,-0.116693307
1373,-0.538146846
1374,0.824168566
1375,-1.315914846
1376,-0.04530587
1377,2.090399529
1378,1.318811858
1379,-0.622901738
1380,-1.30744153
1381,-0.7929865
1382,-1.179008437
1383,0.24143673
1384,-0.105876359
1385,0.617489959
1386,-0.280165529
1387,-0.513565355
1388,-0.163096607
1389,-0.680905132
1390,0.348524658
1391,0.117402428
1392,0.685734379
1393,-0.65383663
1394,0.587761958
1395,-0.850573565
1396,0.239838008
1397,1.201731044
1398,-0.17984072
1399,-0.039694169
1400,2.227167824
1401,-0.596458995
1402,-0.954872176
1403,0.181686283
1404,0.24890887
1405,-0.917574202
1406,-0.523545463
1407,-0.795561309
1408,-1.406386458
1409,-1.402095783
1410,-0.248518189
1411,0.81898045
1412,-1.158613125
1413,1.52272285
1414,1.145373766
1415,1.030334404
1416,-0.491982205
1417,-0.022245225
1418,-0.211260716
1419,-0.725039296
1420,0.627793372
1421,-1.36241241
1422,0.386249554
1423,-0.513060583
1424,0.146710188
1425,-0.440002449
1426,0.223467675
1427,-0.484656017
1428,0.827665343
1429,-1.00138869
1430,-0.333478581
1431,-0.946576987
1432,2.16034273
1433,1.00607986
1434,2.581327727
1435,0.349430668
1436,0.106499345
1437,1.158404769
1438,0.383736025
1439,-1.380089672
1440,0.722438322
1441,1.159567187
1442,-1.251153988
1443,-0.556974928
1444,-0.878187922
1445,0.373393725
1446,0.162582404
1447,-1.306741725
1448,0.523113036
1449,-0.848820709
1450,0.882022827
1451,2.202055117
1452,-1.231820966
1453,0.735861706
1454,0.827428046
1455,-0.769575627
1456,-1.177455861
1457,-0.774363048
1458,0.293247787
1459,-1.319705654
1460,0.423414696
1461,1.729914483
1462,1.747573797
1463,2.014453659
1464,-1.239057713
1465,1.013240275
1466,-0.309065605
1467,1.40045421
1468,-0.816392094
1469,-0.407203076
1470,-0.330305789
1471,0.905513793
1472,1.739161629
1473,-0.94927771
1474,1.528287777
1475,0.068213381
1476,-1.272278973
1477,-1.265142083
1478,2.088103393
1479,-1.079003195
1480,0.901874348
1481,-0.882870104
1482,-0.875137584
1483,1.193088165
1484,0.107598448
1485,-0.894475589
1486,1.050914096
1487,-0.167390214
1488,0.443082362
1489,2.241000136
1490,1.066924962
1491,-1.247834485
1492,1.310603732
1493,-0.598711002
1494,1.579635124
1495,0.851061858
1496,-0.568649904
1497,0.858968078
1498,2.270231441
1499,-0.496166751
1500,-0.716643185
1501,0.00973386
1502,1.10753293
1503,-0.356288044
1504,0.813625479
1505,-0.503419333
1506,0.840300202
1507,1.597294351
1508,-0.112392664
1509,0.045045639
1510,-0.96643319
1511,1.985692008
1512,0.052809977
1513,1.38355301
1514,0.004854156
1515,-1.226632466
1516,-0.273704669
1517,0.829126388
1518,-0.25241419
1519,1.752968696
1520,-0.87743433
1521,-1.127847705
1522,-0.684003289
1523,0.055382787
1524,-1.330581902
1525,0.496529442
1526,0.848946505
1527,1.928469075
1528,-1.001628598
1529,0.219258137
1530,0.198170068
1531,0.617534847
1532,-0.708334416
1533,0.644263622
1534,0.18198296
1535,-0.807034808
1536,0.040795071
1537,2.215164102
1538,-1.400420067
1539,-0.119074676
1540,-0.967246667
1541,-0.759287426
1542,-1.113008718
1543,-0.420063784
1544,-0.853828842
1545,2.290922243
1546,-0.007751567
1547,-1.11231876
1548,1.405983843
1549,-1.080875863
1550,-0.473488905
1551,-0.282161779
1552,-0.34513755
1553,2.257181073
1554,-0.460631016
1555,-1.079132826
1556,1.732053503
1557,0.020206885
1558,-0.418971907
1559,-0.913676422
1560,1.025457987
1561,-0.183607357
1562,-0.985698309
1563,-0.791917125
1564,-1.107896404
1565,-0.537886843
1566,0.684694315
1567,-1.164012734
1568,0.700556981
1569,0.19979113
1570,-0.1778239
